"","nace_r2_code","geo_code","nace_r2_name","geo_name","year","COMP","EMP","EMPE","GO_CP","GO_PI","GO_PYP","GO_Q","H_EMP","H_EMPE","II_CP","II_PI","II_PYP","II_Q","VA_CP","VA_PI","VA_PYP","VA_Q"
"28","A","EA19","Agriculture, forestry and fishing","Euro area - 19 countries  (from 2020)",1995,32731.1821017296,7200.18,2367.81,318311.571883271,NA,NA,NA,15319960.2,4017859,157650.474228773,NA,NA,NA,160660.725317168,NA,NA,NA
"29","A","EE","Agriculture, forestry and fishing","Estonia",2012,191.9,25.75,18.62,1522.9,103.334655444942,1502.5,1473.75533739638,52462,36656,928.9,107.362376550896,878.6,865.200668839191,594,94.8541651320414,623.9,626.224477515694
"30","A","NL","Agriculture, forestry and fishing","Netherlands",2015,3009,193,96,31972,96.6933811932843,32572,33065.3449134123,378509,133172,19345,96.8989420366686,19956,19964.0982588638,12627,96.393652835492,12616,13099.4102086261
"31","A","SI","Agriculture, forestry and fishing","Slovenia",2012,108.5,77.28,5.17,1562,NA,1512.35278810409,NA,152909,8114,905.8,NA,828.052788104089,NA,656.2,93.0878752723196,684.3,704.925317159029
"32","A","EU27","Agriculture, forestry and fishing","European Union - 27 countries (from 2020)",2016,79628.4038145397,10056.93,3180.11,709582.815470438,NA,NA,NA,19279272.9,5318331,399173.87936229,NA,NA,NA,310409.214547469,85.0192796138151,297665.178572139,365104.498600138
"33","A","UK","Agriculture, forestry and fishing","United Kingdom",2002,2478,343.368,203.509,21160,NA,23434.8739558711,NA,759308,400823,10530,NA,12739.8739558711,NA,10630,69.6210229226004,10695,15268.3766393632
"34","A","HR","Agriculture, forestry and fishing","Croatia",2013,356.8,164.47,28.35,3287.6,103.692232824448,3366.6,3170.53641381793,277283,49682,1738.5,108.493380208749,1820.2,1602.40191305221,1549.1,98.237537747885,1546.4,1576.89212852177
"35","A","BG","Agriculture, forestry and fishing","Bulgaria",2017,1191.2,664.91,97.29,9243.4,NA,NA,NA,988592,160191,5091.7,NA,NA,NA,4151.7,97.3990628717361,4193.3,4262.56667938103
"36","A","LT","Agriculture, forestry and fishing","Lithuania",2010,297.4,110.01,43.21,2397.3,NA,1817.0078202816,NA,217894,82057,1548.4,NA,1177.6078202816,NA,848.9,68.2152233035144,639.4,1244.44362840085
"37","A","PL","Agriculture, forestry and fishing","Poland",2007,6893,2218.6,202.6,98988,71.7173483534628,83951,138025.181176711,4323540,424702,62186,76.4990302675482,53016,81289.9193395135,36802,65.1010536689164,30935,56530.5750459331
"38","A","EU12","Agriculture, forestry and fishing","AT, BE, CZ, DE, DK, ES, FI, FR, IT, NL, SE and UK",2011,52934.6641445854,4457.897,2065.793,470756.455965735,NA,450301.58621222,NA,9505325.4,3434746.8,267769.75296824,NA,256315.415661964,NA,202986.702997495,76.8674162209649,193986.289267728,264073.794823524
"39","A","RO","Agriculture, forestry and fishing","Romania",1997,357.2,4711.8,549.9,8298.4,10.3293669250928,3912.9,80337.9341655583,8307124,1053283,3833.2,11.4249886129686,1917.4,33551.0181222315,4465.2,9.38865885348084,1995.5,47559.5084418743
"40","A","SK","Agriculture, forestry and fishing","Slovakia",2004,576.3,97.41,86.58,2239.3,NA,2157.17165936959,NA,179072,154578,1546.4,NA,1473.37165936959,NA,692.9,110.233038079452,683.8,628.577432022316
"41","A","EU27_2020","Agriculture, forestry and fishing","European Union - 27 countries (from 2020)",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","A","AT","Agriculture, forestry and fishing","Austria",2002,398.5,225.54,20.86,7606.3,88.6322581929725,7757.3,8581.86415993075,621815,39837,4022.4,78.8099528800052,4075.8,5103.92387383411,3583.9,99.7294418180692,3681.4,3593.62284062304
"43","A","HU","Agriculture, forestry and fishing","Hungary",2005,241805,209.72,141.68,2001974,56.744865742338,1990250,3528026.6748544,674509,274999,1161119,58.2262561012177,1124374,1994150.19571509,840855,48.2040460270735,865876,1744366.02173963
"44","A","LU","Agriculture, forestry and fishing","Luxembourg",2002,30.1,4.51,1.35,349.3,72.8361722745438,353.2,479.569407743411,7278,2138,176.5,78.0740072730871,171.8,226.067555854586,172.7,60.4973588726753,181.4,285.467007515931
"45","A","EE","Agriculture, forestry and fishing","Estonia",2006,138.6,30.51,20.32,986.9,81.1992433536496,915.5,1215.40541418806,64930,42446,560.2,74.341746489135,514.3,753.546999439774,426.7,86.4806385653265,401.2,493.405237378856
"46","A","PT","Agriculture, forestry and fishing","Portugal",1999,727.4,620.36,95.3,6978.8,83.2673139517948,7383.9,8381.19985957536,1075004,197961,3044.8,74.8480208944263,3219.6,4067.97663266837,3934,88.8985106645207,4164.3,4425.27098664888
"47","A","EU15","Agriculture, forestry and fishing","European Union - 15 countries (1995-2004)",2003,39570.8667182787,6153.368,2190.502,382723.513182424,NA,372657.569983841,NA,13140800.1,3682682.6,188869.836127527,NA,183424.385091191,NA,193853.568631287,75.1848684575293,189233.080399005,257835.881884653
"48","A","EU19","Agriculture, forestry and fishing","EU20 without the UK",2020,81134.1107668767,6209.71,2603.64,660939.363774196,100,NA,660939.363774196,11496163.8,4044610.7,365508.59261684,100,NA,365508.59261684,295430.771157356,100,289836.955698267,295430.771157356
"49","A","UK","Agriculture, forestry and fishing","United Kingdom",1996,2177,464.679,232.144,20492,NA,NA,NA,1093327,461952,10846,NA,NA,NA,9646,114.796093093735,10005,8402.72498831795
"50","A","EU28","Agriculture, forestry and fishing","European Union - 28 countries (2013-2020)",2000,51034.8461144082,16486.665,3781.593,499327.379872427,NA,NA,NA,32252870.6,6690866.7,256231.639768175,NA,NA,NA,243095.483123163,68.535935433704,NA,354697.840752919
"51","A","IE","Agriculture, forestry and fishing","Ireland",1997,437.7,137.39,25.74,6758,NA,NA,NA,384306,79964,4046.7,NA,NA,NA,2711.3,96.5092084853204,2945.4,2809.3692224327
"52","A","CZ","Agriculture, forestry and fishing","Czechia",2001,36899,226.55,187.05,184552,89.5850345325413,176725,206007.622772041,441339,331492,101940,82.7812437351943,98938,123143.837178977,82612,89.2585285602706,77787,92553.6207380086
"53","A","LU","Agriculture, forestry and fishing","Luxembourg",2021,61.6,3.67,1.65,509.8,105.265331406153,484.3,484.3,5408,2416,371.9,107.330447330447,346.5,346.5,138,100.145137880987,137.8,137.8
"54","A","EL","Agriculture, forestry and fishing","Greece",1998,447.9,726.9,138.6,12034.1,88.5907081169237,11875.4,13583.9302515984,1678072,330116,4646,80.4512057225343,4707.6,5774.92898742058,7388.2,91.6309949009138,7167.9,8062.99223094686
"55","A","PT","Agriculture, forestry and fishing","Portugal",2018,1285.1,363.18,98.6,9667.7,100.90694810633,9397.2,9580.80705187191,549610,199763,5735.5,106.307975317728,5567.5,5395.17377022563,3932.2,93.790659983543,3829.7,4192.52833991142
"56","A","UK","Agriculture, forestry and fishing","United Kingdom",2015,4118,398.734,202.768,30079,NA,32215.3776966479,NA,911674,414680,17983,NA,20233.3776966479,NA,12096,77.6521269151038,11982,15577.165082966
"57","A","EU28","Agriculture, forestry and fishing","European Union - 28 countries (2013-2020)",2019,99859.9625376506,9824.688,3430.373,882079.969701887,NA,NA,NA,18710288.9,5731479.5,494536.457002324,NA,NA,NA,387543.700493965,97.5315526354093,367663.138846565,397352.128641563
"58","A","AT","Agriculture, forestry and fishing","Austria",1996,354.2,259.88,20.11,7436.3,90.882082428084,7695.1,8182.36092453584,701966,38047,3848.1,77.4294702166728,3914.6,4969.81315929422,3588.2,106.958359118578,3780.5,3354.76350756464
"59","A","FR","Agriculture, forestry and fishing","France",2009,8620,760.5,325.8,71482.2,82.3984066824418,77692.5,86751.9201863792,1787044,467383,47624.6,94.3055057722115,47675.2,50500.3388826883,23857.6,65.1509152620882,30017.3,36618.9790335653
"60","A","IE","Agriculture, forestry and fishing","Ireland",2016,696.5,112.43,27.43,8141.4,NA,8475.77901936332,NA,273667,65024,5586.5,NA,5876.27901936332,NA,2555,86.6065219683733,2599.5,2950.12424229786
"61","A","CZ","Agriculture, forestry and fishing","Czechia",2020,52210,148.12,106.08,298319,100,306687,298319,287753,190067,185017,100,187624,185017,113302,100,119063,113302
"62","A","LV","Agriculture, forestry and fishing","Latvia",2013,283.6,67.76,34,2406.1,90.823314672794,2345.6,2649.20963154491,136685,68629,1700.8,99.8581293149339,1647.6,1703.21636472479,705.3,75.8801420911721,698,929.492197250451
"63","A","RO","Agriculture, forestry and fishing","Romania",2010,2989.7,2819.2,284.1,63896.7,90.3009331778678,57540.7,70759.7338713447,4566709,357103,35916.4,101.294766819769,29689.1,35457.3105083553,27980.3,79.7302070101265,27851.6,35093.7255141533
"64","A","EU19","Agriculture, forestry and fishing","EU20 without the UK",2014,61076.8393548263,7036.46,2485.99,559126.689310075,NA,585721.081407912,NA,13354837.4,3938490.4,315082.533923733,NA,328898.635636091,NA,244044.435690109,81.3532902086474,256822.557471964,299981.027275241
"65","A","US","Agriculture, forestry and fishing","United States",2007,41800,3398425.99999999,1152393,349300,88.2293508461733,NA,395900,5711092.72611945,2423432.93342642,203100,80.659253375695,NA,251800,148900,101.242,NA,147073.349005354
"66","A","FI","Agriculture, forestry and fishing","Finland",2011,1022,109.2,31.3,9262,97.686870551009,8757,9481.3150915339,225400,62400,4797,99.0210833268023,4369,4844.42286312736,4465,96.3229899163555,4388,4635.44580985006
"67","A","AT","Agriculture, forestry and fishing","Austria",2015,647.2,175.99,28.08,9335.9,102.170529828231,9602.6,9137.56639580461,416177,48887,5423.8,105.112758121085,5569.1,5159.98257200331,3912.2,98.2238165606148,4033.5,3982.94439881161
"68","A","BG","Agriculture, forestry and fishing","Bulgaria",2005,300.6,742.25,88.13,7433.6,NA,6926.20135604489,NA,1112796,146685,4009,NA,3738.40135604489,NA,3424.6,69.6738215442783,3187.8,4915.18898216834
"69","A","IT","Agriculture, forestry and fishing","Italy",2008,6659.5,946.1,412,55504.9,NA,53496.8122756449,NA,2247755,717607,24717.9,NA,22132.5122756449,NA,30787,88.1444398820701,31364.3,34927.8979379646
"70","A","MT","Agriculture, forestry and fishing","Malta",2005,11.8,3.18,0.82,205,NA,198.893483285045,NA,14315,1641,113.1,NA,108.193483285045,NA,91.9,64.6415360258565,90.7,142.168651381118
"71","A","ES","Agriculture, forestry and fishing","Spain",2009,4684,815.8,433.6,43517,NA,45322.5546673854,NA,1555916,729593,19379,NA,19992.5546673854,NA,24138,88.8492581148066,25330,27167.3624655482
"72","A","SE","Agriculture, forestry and fishing","Sweden",2002,9483,131,35,128479,78.5381037887657,129930,163588.110486541,280250,68420,82867,70.8470258560114,83669,116966.095610588,45612,97.495638991598,46261,46783.6310134146
"73","A","EU20","Agriculture, forestry and fishing","AT, BE, CZ, DE, DK, EE, ES, FI, FR, HU, IT, LT, LU, LV, NL, RO, SE, SI, SK and UK",2006,53181.841008102,8475.917,2820.206,437327.755896237,NA,419804.771430777,NA,16791205.3,4582158,236880.573661037,NA,225347.018267912,NA,200445.746468529,68.7260700985275,194457.858830563,291658.967523045
"74","A","FR","Agriculture, forestry and fishing","France",2003,7875.1,867.4,362.4,70201.2,87.365476345566,66407.8,80353.4793564516,2015997,478332,41882,80.4444337776283,40987.6,52063.2665720216,28319.2,97.7598333281548,25420.2,28968.1344943988
"75","A","JP","Agriculture, forestry and fishing","Japan",2000,1929085.10452203,4230667.1796875,503321.44140625,15031035,83.7075294548054,15872216,17956610.4720788,6461022.40625,914875.765625,6765575,78.4282894863078,6801990,8626447.22244153,8265460,85.4139832175889,9070226,9676940.10820694
"76","A","DK","Agriculture, forestry and fishing","Denmark",2004,7225.1,79.86,38.07,64714.8,76.5155681324536,63387.1,84577.2979009635,146395,59469,40607.9,76.1727190275302,40013.4,53310.2933943103,24106.8,74.4954998279968,23373.7,32360.0755155149
"77","A","LT","Agriculture, forestry and fishing","Lithuania",2017,500.3,105.18,49.58,3722.2,NA,3345.76830273873,NA,205210,94448,2221.7,NA,2127.46830273873,NA,1500.5,98.1484222908172,1218.3,1528.80705056467
"78","A","NL","Agriculture, forestry and fishing","Netherlands",1997,1937,241,103,22598,87.1946315948785,22035,25916.7331596677,445605,129202,11603,73.8505358022356,11362,15711.4635309779,10995,108.201008600249,10673,10161.642800042
"79","A","EU11","Agriculture, forestry and fishing","EU12 without UK",2001,35378.4105472507,4826.63,2005.34,332636.795063167,NA,315892.754796799,NA,10494815.9,3214147.2,161751.833613314,NA,157423.140339501,NA,170884.949944801,76.0979955017509,158469.62599106,224559.068629961
"80","A","SE","Agriculture, forestry and fishing","Sweden",2021,18842,138,42,196156,106.301482701812,184528,184528,234770,80950,135227,106.958000474571,126430,126430,60929,104.872801129127,58098,58098
"81","A","EU27","Agriculture, forestry and fishing","European Union - 27 countries (from 2020)",1998,47463.5654840346,16599.52,3801.81,474331.84781845,NA,NA,NA,32928329.1,6750903.2,240808.971068856,NA,NA,NA,233522.9663404,NA,NA,NA
"82","A","HR","Agriculture, forestry and fishing","Croatia",1995,156,228.06,36.44,2102.7,NA,NA,NA,387471,66643,1214.5,NA,NA,NA,888.2,52.8698719626688,NA,1679.97380554875
"83","A","BG","Agriculture, forestry and fishing","Bulgaria",1999,326.6,797.7,118.59,6520.3,NA,NA,NA,1170832,209779,3275,NA,NA,NA,3245.2,58.1115160522212,3386.5,5584.43527283601
"84","A","JP","Agriculture, forestry and fishing","Japan",2019,3670922.76487922,2753941.0546875,782717.09375,13395052,99.781180732315,13636569,13424427.233363,3880190.546875,1243308.9609375,7251420,102.259051673619,7227004,7091225.55052088,6143632,96.7036146038173,6409565,6353053.11509781
"85","A","EA19","Agriculture, forestry and fishing","Euro area - 19 countries  (from 2020)",1996,32590.0929936298,7077.92,2297.31,328034.271084912,NA,NA,NA,15126424.5,3914284.2,161439.465523102,NA,NA,NA,166594.26407439,NA,NA,NA
"86","A","EE","Agriculture, forestry and fishing","Estonia",2013,200.6,24.72,18.49,1568,103.651957355213,1563.2,1512.75483841226,49562,35973,984,105.792688289687,998.6,930.120990314153,584,98.1134120388101,564.6,595.229528628554
"87","A","NL","Agriculture, forestry and fishing","Netherlands",2016,3102,195,98,32776,96.3406572832893,32896,34020.9428960219,389738,137072,19352,94.2495137863696,19896,20532.7319182401,13424,99.5375688972035,13000,13486.3651470768
"88","A","SI","Agriculture, forestry and fishing","Slovenia",2013,103,77.24,5,1586.8,NA,1554.60181585522,NA,151672,7895,927,NA,907.601815855219,NA,659.8,94.9294901154196,647,695.042182569173
"89","A","EU27","Agriculture, forestry and fishing","European Union - 27 countries (from 2020)",2017,83697.4419966554,10012.76,3207.44,759814.05768962,NA,NA,NA,19011946.8,5351268.4,413295.461780528,NA,NA,NA,346518.441443427,93.2453409916627,315948.742865944,371620.112874497
"90","A","UK","Agriculture, forestry and fishing","United Kingdom",2003,2282,347.578,193.512,21407,NA,18361.5550576889,NA,778135,382636,10705,NA,8169.55505768886,NA,10702,73.104806447966,10192,14639.2563225202
"91","A","HR","Agriculture, forestry and fishing","Croatia",2014,341.2,148.99,41.22,2921.2,100.130822295719,3025.1,2917.38341204545,252296,73755,1602.7,102.797718274053,1691.5,1559.08129762889,1318.6,97.1325864384832,1333.6,1357.52588121918
"92","A","BG","Agriculture, forestry and fishing","Bulgaria",2018,1237.9,624.41,99.09,9257.6,NA,NA,NA,925656,163052,5535.7,NA,NA,NA,3721.9,89.0840125088626,4069.3,4177.96627608093
"93","A","LT","Agriculture, forestry and fishing","Lithuania",2011,363.5,106.23,42.45,3047.3,NA,2494.33697368837,NA,215886,81750,1954,NA,1590.03697368837,NA,1093.2,82.4647596100873,904.3,1325.65717182577
"94","A","PL","Agriculture, forestry and fishing","Poland",2008,7245,2196.4,214.7,99750,72.6282043295659,98499,137343.337785639,4349806,456821,65643,80.7854865484664,62160,81255.931980577,34107,61.1024419352688,36339,55819.3730393501
"95","A","EU12","Agriculture, forestry and fishing","AT, BE, CZ, DE, DK, ES, FI, FR, IT, NL, SE and UK",2012,53619.6166161044,4395.845,2075.346,483727.759774413,NA,455398.927058781,NA,9228728.5,3414163.2,276889.232663029,NA,262758.242903297,NA,206838.527111384,82.532582857309,192640.804438294,250614.387615845
"96","A","RO","Agriculture, forestry and fishing","Romania",1998,664.4,4759.5,487.7,10140.6,13.6849503195145,7654.1,74100.378614745,8409694,924528,4819.1,14.8773677650122,3700.8,32392.1548227993,5321.5,12.6379855029465,3953.3,42107.1855064189
"97","A","SK","Agriculture, forestry and fishing","Slovakia",2005,611,95.86,84.22,2414,NA,2212.49166171947,NA,178302,152454,1674.3,NA,1471.59166171947,NA,739.7,110.054498943677,740.9,672.121546233704
"98","A","EU27_2020","Agriculture, forestry and fishing","European Union - 27 countries (from 2020)",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","A","AT","Agriculture, forestry and fishing","Austria",2003,411.8,224.92,21.24,7442.7,88.4409433223624,7458.8,8415.44619540269,618583,40651,4014.7,78.5868005830349,4026.1,5108.61871232188,3428,99.5928938014803,3432.7,3442.01264683911
"100","A","HU","Agriculture, forestry and fishing","Hungary",2006,243041,204.64,137.75,2119990,61.4929565562604,1956298,3447533.04886293,653224,266124,1259298,62.722049021458,1169034,2007743.71954777,860692,52.7000304639027,787264,1633190.70676731
"101","A","LU","Agriculture, forestry and fishing","Luxembourg",2003,30.6,4.43,1.33,295.6,80.9412500915607,266,365.203156197387,7109,2088,173.8,82.7898869070319,163.9,209.929022122191,121.8,72.2409638303122,102,168.60240165967
"102","A","EE","Agriculture, forestry and fishing","Estonia",2007,164.6,28.56,19.01,1310.6,93.5064830325044,1138.1,1401.61404588858,59858,39119,666.8,83.1869047809283,595.9,801.568470128813,643.8,102.685789576461,542.2,626.961142973555
"103","A","PT","Agriculture, forestry and fishing","Portugal",2000,752.4,634.64,94.3,7093.7,87.6174953615437,6741.5,8096.21408455999,1106379,191641,3100.3,77.3736518218765,2999.1,4006.91957403958,3993.4,94.8608680225783,3742.4,4209.74431632811
"104","A","EU15","Agriculture, forestry and fishing","European Union - 15 countries (1995-2004)",2004,40856.9414069979,6030.67,2222.56,394610.219070185,NA,404089.340231922,NA,12866623.8,3717284.3,198247.500753128,NA,193959.802529295,NA,196362.562506423,70.2590605948346,210129.388395412,279483.615129433
"105","A","EU19","Agriculture, forestry and fishing","EU20 without the UK",2021,84783.1278247078,6196.5,2539.3,735868.827890773,NA,NA,NA,11659494,4012187.2,411287.223845312,NA,NA,NA,324581.49591113,106.399843357332,305058.246017392,305058.246017392
"106","A","UK","Agriculture, forestry and fishing","United Kingdom",1997,2293,476.672,256.111,20677,NA,NA,NA,1110172,517803,11748,NA,NA,NA,8928,103.892500673174,9865,8593.49803128308
"107","A","EU28","Agriculture, forestry and fishing","European Union - 28 countries (2013-2020)",2001,53320.1870247965,15969.421,3576.472,523257.020779533,NA,500646.474659207,NA,31513595.9,6364277.2,264859.957994691,NA,255930.480856704,NA,258396.855046556,72.3674505212881,244715.96064495,357062.260982296
"108","A","IE","Agriculture, forestry and fishing","Ireland",1998,462.8,136.78,26.34,6960.1,NA,NA,NA,381862,81877,4164.9,NA,NA,NA,2795.3,99.0825983321762,2722.7,2821.18156674566
"109","A","CZ","Agriculture, forestry and fishing","Czechia",2002,32178,192.28,153.15,166252,84.6266110646676,175993,196453.571646581,372004,271174,94685,81.0428684299069,96716,116833.228924877,71567,80.5777856562797,79277,88817.2830974569
"110","A","LV","Agriculture, forestry and fishing","Latvia",1995,95,135.84,50.2,720.9,39.6795708173076,688.8,1816.80392491936,263768,85997,404.2,35.4063017901561,390.4,1141.60468493882,316.7,46.4439845490544,298.4,681.896704330998
"111","A","EL","Agriculture, forestry and fishing","Greece",1999,519.9,728.9,133.7,12479.3,89.2544321481876,12386.5,13981.714632704,1681933,318364,5052,83.6984125432955,4856,6035.95677204356,7427.3,90.3764592090138,7530.4,8218.17989441573
"112","A","PT","Agriculture, forestry and fishing","Portugal",2019,1271,328.66,97,10104.7,101.246617798987,10070.8,9980.28400322637,502300,189111,5815.1,103.440507884497,5976.3,5621.68546822412,4289.6,98.2597179302493,4094.5,4365.57328919366
"113","A","UK","Agriculture, forestry and fishing","United Kingdom",2016,4294,396.312,199.535,29759,NA,29459.8994924199,NA,922314,409314,18229,NA,18640.8994924199,NA,11530,82.7552475581058,10819,13932.6512097065
"114","A","EU28","Agriculture, forestry and fishing","European Union - 28 countries (2013-2020)",2020,102981.670608725,9670.832,3413.112,886035.233439755,100,NA,886035.233439755,18300926.8,5606402.7,497661.385467941,100,NA,497661.385467941,388374.036561746,100,378787.227891483,388374.036561746
"115","A","AT","Agriculture, forestry and fishing","Austria",1997,364.7,253.48,20.59,7714.3,91.1704506528003,7689.9,8461.40382630988,697482,38475,4020.7,78.434110374931,3969.2,5126.2135578261,3693.7,106.182194500038,3720.7,3478.64349328236
"116","A","FR","Agriculture, forestry and fishing","France",2010,8922.9,745.3,319.7,77132.3,90.1007196591951,70538.6,85606.7524119141,1756774,465188,47173.6,93.8932984758772,47380.7,50241.7113529351,29958.7,84.2838394268186,23157.9,35545.0110053569
